{e2bdf448-cd4a-414a-b485-13b50fb691cb}, Class, 10.4704 - 10.4904, 10.4504 - 10.4704, 10.4304 - 10.4504, 10.4104 - 10.4304, 10.3904 - 10.4104, 10.3704 - 10.3904, 10.3504 - 10.3704, 10.3304 - 10.3504, 10.3104 - 10.3304, 10.2904 - 10.3104, 10.2704 - 10.2904, 10.2504 - 10.2704, 10.2304 - 10.2504, 10.2104 - 10.2304, 10.1904 - 10.2104, 10.1704 - 10.1904, 10.1504 - 10.1704, 10.1304 - 10.1504, 10.1104 - 10.1304, 10.0904 - 10.1104, 10.0704 - 10.0904, 10.0504 - 10.0704, 10.0304 - 10.0504, 10.0104 - 10.0304, 9.99043 - 10.0104, 9.97043 - 9.99043, 9.95043 - 9.97043, 9.93043 - 9.95043, 9.91043 - 9.93043, 9.89043 - 9.91043, 9.87043 - 9.89043, 9.85043 - 9.87043, 9.83043 - 9.85043, 9.81043 - 9.83043, 9.79043 - 9.81043, 9.77043 - 9.79043, 9.75043 - 9.77043, 9.73043 - 9.75043, 9.71043 - 9.73043, 9.69043 - 9.71043, 9.67043 - 9.69043, 9.65043 - 9.67043, 9.63043 - 9.65043, 9.61043 - 9.63043, 9.59043 - 9.61043, 9.57043 - 9.59043, 9.55043 - 9.57043, 9.53043 - 9.55043, 9.51043 - 9.53043, 9.49043 - 9.51043, 9.47043 - 9.49043, 9.45043 - 9.47043, 9.43043 - 9.45043, 9.41043 - 9.43043, 9.39043 - 9.41043, 9.37043 - 9.39043, 9.35043 - 9.37043, 9.33043 - 9.35043, 9.31043 - 9.33043, 9.29043 - 9.31043, 9.27043 - 9.29043, 9.25043 - 9.27043, 9.23043 - 9.25043, 9.21043 - 9.23043, 9.19043 - 9.21043, 9.17043 - 9.19043, 9.15043 - 9.17043, 9.13043 - 9.15043, 9.11043 - 9.13043, 9.09043 - 9.11043, 9.07043 - 9.09043, 9.05043 - 9.07043, 9.03043 - 9.05043, 9.01043 - 9.03043, 8.99043 - 9.01043, 8.97043 - 8.99043, 8.95043 - 8.97043, 8.93043 - 8.95043, 8.91043 - 8.93043, 8.89043 - 8.91043, 8.87043 - 8.89043, 8.85043 - 8.87043, 8.83043 - 8.85043, 8.81043 - 8.83043, 8.79043 - 8.81043, 8.77043 - 8.79043, 8.75043 - 8.77043, 8.73043 - 8.75043, 8.71043 - 8.73043, 8.69043 - 8.71043, 8.67043 - 8.69043, 8.65043 - 8.67043, 8.63043 - 8.65043, 8.61043 - 8.63043, 8.59043 - 8.61043, 8.57043 - 8.59043, 8.55043 - 8.57043, 8.53043 - 8.55043, 8.51043 - 8.53043, 8.49043 - 8.51043, 8.47043 - 8.49043, 8.45043 - 8.47043, 8.43043 - 8.45043, 8.41043 - 8.43043, 8.39043 - 8.41043, 8.37043 - 8.39043, 8.35043 - 8.37043, 8.33043 - 8.35043, 8.31043 - 8.33043, 8.29043 - 8.31043, 8.27043 - 8.29043, 8.25043 - 8.27043, 8.23043 - 8.25043, 8.21043 - 8.23043, 8.19043 - 8.21043, 8.17043 - 8.19043, 8.15043 - 8.17043, 8.13043 - 8.15043, 8.11043 - 8.13043, 8.09043 - 8.11043, 8.07043 - 8.09043, 8.05043 - 8.07043, 8.03043 - 8.05043, 8.01043 - 8.03043, 7.99043 - 8.01043, 7.97043 - 7.99043, 7.95043 - 7.97043, 7.93043 - 7.95043, 7.91043 - 7.93043, 7.89043 - 7.91043, 7.87043 - 7.89043, 7.85043 - 7.87043, 7.83043 - 7.85043, 7.81043 - 7.83043, 7.79043 - 7.81043, 7.77043 - 7.79043, 7.75043 - 7.77043, 7.73043 - 7.75043, 7.71043 - 7.73043, 7.69043 - 7.71043, 7.67043 - 7.69043, 7.65043 - 7.67043, 7.63043 - 7.65043, 7.61043 - 7.63043, 7.59043 - 7.61043, 7.57043 - 7.59043, 7.55043 - 7.57043, 7.53043 - 7.55043, 7.51043 - 7.53043, 7.49043 - 7.51043, 7.47043 - 7.49043, 7.45043 - 7.47043, 7.43043 - 7.45043, 7.41043 - 7.43043, 7.39043 - 7.41043, 7.37043 - 7.39043, 7.35043 - 7.37043, 7.33043 - 7.35043, 7.31043 - 7.33043, 7.29043 - 7.31043, 7.27043 - 7.29043, 7.25043 - 7.27043, 7.23043 - 7.25043, 7.21043 - 7.23043, 7.19043 - 7.21043, 7.17043 - 7.19043, 7.15043 - 7.17043, 7.13043 - 7.15043, 7.11043 - 7.13043, 7.09043 - 7.11043, 7.07043 - 7.09043, 7.05043 - 7.07043, 7.03043 - 7.05043, 7.01043 - 7.03043, 6.99043 - 7.01043, 6.97043 - 6.99043, 6.95043 - 6.97043, 6.93043 - 6.95043, 6.91043 - 6.93043, 6.89043 - 6.91043, 6.87043 - 6.89043, 6.85043 - 6.87043, 6.83043 - 6.85043, 6.81043 - 6.83043, 6.79043 - 6.81043, 6.77043 - 6.79043, 6.75043 - 6.77043, 6.73043 - 6.75043, 6.71043 - 6.73043, 6.69043 - 6.71043, 6.67043 - 6.69043, 6.65043 - 6.67043, 6.63043 - 6.65043, 6.61043 - 6.63043, 6.59043 - 6.61043, 6.57043 - 6.59043, 6.55043 - 6.57043, 6.53043 - 6.55043, 6.51043 - 6.53043, 6.49043 - 6.51043, 6.47043 - 6.49043, 6.45043 - 6.47043, 6.43043 - 6.45043, 6.41043 - 6.43043, 6.39043 - 6.41043, 6.37043 - 6.39043, 6.35043 - 6.37043, 6.33043 - 6.35043, 6.31043 - 6.33043, 6.29043 - 6.31043, 6.27043 - 6.29043, 6.25043 - 6.27043, 6.23043 - 6.25043, 6.21043 - 6.23043, 6.19043 - 6.21043, 6.17043 - 6.19043, 6.15043 - 6.17043, 6.13043 - 6.15043, 6.11043 - 6.13043, 6.09043 - 6.11043, 6.07043 - 6.09043, 6.05043 - 6.07043, 6.03043 - 6.05043, 6.01043 - 6.03043, 5.99043 - 6.01043, 5.97043 - 5.99043, 5.95043 - 5.97043, 5.93043 - 5.95043, 5.91043 - 5.93043, 5.89043 - 5.91043, 5.87043 - 5.89043, 5.85043 - 5.87043, 5.83043 - 5.85043, 5.81043 - 5.83043, 5.79043 - 5.81043, 5.77043 - 5.79043, 5.75043 - 5.77043, 5.73043 - 5.75043, 5.71043 - 5.73043, 5.69043 - 5.71043, 5.67043 - 5.69043, 5.65043 - 5.67043, 5.63043 - 5.65043, 5.61043 - 5.63043, 5.59043 - 5.61043, 5.57043 - 5.59043, 5.55043 - 5.57043, 5.53043 - 5.55043, 5.51043 - 5.53043, 5.49043 - 5.51043, 5.47043 - 5.49043, 5.45043 - 5.47043, 5.43043 - 5.45043, 5.41043 - 5.43043, 5.39043 - 5.41043, 5.37043 - 5.39043, 5.35043 - 5.37043, 5.33043 - 5.35043, 5.31043 - 5.33043, 5.29043 - 5.31043, 5.27043 - 5.29043, 5.25043 - 5.27043, 5.23043 - 5.25043, 5.21043 - 5.23043, 5.19043 - 5.21043, 5.17043 - 5.19043, 5.15043 - 5.17043, 5.13043 - 5.15043, 5.11043 - 5.13043, 5.09043 - 5.11043, 5.07043 - 5.09043, 5.05043 - 5.07043, 5.03043 - 5.05043, 5.01043 - 5.03043, 4.99043 - 5.01043, 4.97043 - 4.99043, 4.95043 - 4.97043, 4.93043 - 4.95043, 4.91043 - 4.93043, 4.89043 - 4.91043, 4.87043 - 4.89043, 4.85043 - 4.87043, 4.83043 - 4.85043, 4.81043 - 4.83043, 4.79043 - 4.81043, 4.77043 - 4.79043, 4.75043 - 4.77043, 4.73043 - 4.75043, 4.71043 - 4.73043, 4.69043 - 4.71043, 4.67043 - 4.69043, 4.65043 - 4.67043, 4.63043 - 4.65043, 4.61043 - 4.63043, 4.59043 - 4.61043, 4.57043 - 4.59043, 4.55043 - 4.57043, 4.53043 - 4.55043, 4.51043 - 4.53043, 4.49043 - 4.51043, 4.47043 - 4.49043, 4.45043 - 4.47043, 4.43043 - 4.45043, 4.41043 - 4.43043, 4.39043 - 4.41043, 4.37043 - 4.39043, 4.35043 - 4.37043, 4.33043 - 4.35043, 4.31043 - 4.33043, 4.29043 - 4.31043, 4.27043 - 4.29043, 4.25043 - 4.27043, 4.23043 - 4.25043, 4.21043 - 4.23043, 4.19043 - 4.21043, 4.17043 - 4.19043, 4.15043 - 4.17043, 4.13043 - 4.15043, 4.11043 - 4.13043, 4.09043 - 4.11043, 4.07043 - 4.09043, 4.05043 - 4.07043, 4.03043 - 4.05043, 4.01043 - 4.03043, 3.99043 - 4.01043, 3.97043 - 3.99043, 3.95043 - 3.97043, 3.93043 - 3.95043, 3.91043 - 3.93043, 3.89043 - 3.91043, 3.87043 - 3.89043, 3.85043 - 3.87043, 3.83043 - 3.85043, 3.81043 - 3.83043, 3.79043 - 3.81043, 3.77043 - 3.79043, 3.75043 - 3.77043, 3.73043 - 3.75043, 3.71043 - 3.73043, 3.69043 - 3.71043, 3.67043 - 3.69043, 3.65043 - 3.67043, 3.63043 - 3.65043, 3.61043 - 3.63043, 3.59043 - 3.61043, 3.57043 - 3.59043, 3.55043 - 3.57043, 3.53043 - 3.55043, 3.51043 - 3.53043, 3.49043 - 3.51043, 3.47043 - 3.49043, 3.45043 - 3.47043, 3.43043 - 3.45043, 3.41043 - 3.43043, 3.39043 - 3.41043, 3.37043 - 3.39043, 3.35043 - 3.37043, 3.33043 - 3.35043, 3.31043 - 3.33043, 3.29043 - 3.31043, 3.27043 - 3.29043, 3.25043 - 3.27043, 3.23043 - 3.25043, 3.21043 - 3.23043, 3.19043 - 3.21043, 3.17043 - 3.19043, 3.15043 - 3.17043, 3.13043 - 3.15043, 3.11043 - 3.13043, 3.09043 - 3.11043, 3.07043 - 3.09043, 3.05043 - 3.07043, 3.03043 - 3.05043, 3.01043 - 3.03043, 2.99043 - 3.01043, 2.97043 - 2.99043, 2.95043 - 2.97043, 2.93043 - 2.95043, 2.91043 - 2.93043, 2.89043 - 2.91043, 2.87043 - 2.89043, 2.85043 - 2.87043, 2.83043 - 2.85043, 2.81043 - 2.83043, 2.79043 - 2.81043, 2.77043 - 2.79043, 2.75043 - 2.77043, 2.73043 - 2.75043, 2.71043 - 2.73043, 2.69043 - 2.71043, 2.67043 - 2.69043, 2.65043 - 2.67043, 2.63043 - 2.65043, 2.61043 - 2.63043, 2.59043 - 2.61043, 2.57043 - 2.59043, 2.55043 - 2.57043, 2.53043 - 2.55043, 2.51043 - 2.53043, 2.49043 - 2.51043, 2.47043 - 2.49043, 2.45043 - 2.47043, 2.43043 - 2.45043, 2.41043 - 2.43043, 2.39043 - 2.41043, 2.37043 - 2.39043, 2.35043 - 2.37043, 2.33043 - 2.35043, 2.31043 - 2.33043, 2.29043 - 2.31043, 2.27043 - 2.29043, 2.25043 - 2.27043, 2.23043 - 2.25043, 2.21043 - 2.23043, 2.19043 - 2.21043, 2.17043 - 2.19043, 2.15043 - 2.17043, 2.13043 - 2.15043, 2.11043 - 2.13043, 2.09043 - 2.11043, 2.07043 - 2.09043, 2.05043 - 2.07043, 2.03043 - 2.05043, 2.01043 - 2.03043, 1.99043 - 2.01043, 1.97043 - 1.99043, 1.95043 - 1.97043, 1.93043 - 1.95043, 1.91043 - 1.93043, 1.89043 - 1.91043, 1.87043 - 1.89043, 1.85043 - 1.87043, 1.83043 - 1.85043, 1.81043 - 1.83043, 1.79043 - 1.81043, 1.77043 - 1.79043, 1.75043 - 1.77043, 1.73043 - 1.75043, 1.71043 - 1.73043, 1.69043 - 1.71043, 1.67043 - 1.69043, 1.65043 - 1.67043, 1.63043 - 1.65043, 1.61043 - 1.63043, 1.59043 - 1.61043, 1.57043 - 1.59043, 1.55043 - 1.57043, 1.53043 - 1.55043, 1.51043 - 1.53043, 1.49043 - 1.51043, 1.47043 - 1.49043, 1.45043 - 1.47043, 1.43043 - 1.45043, 1.41043 - 1.43043, 1.39043 - 1.41043, 1.37043 - 1.39043, 1.35043 - 1.37043, 1.33043 - 1.35043, 1.31043 - 1.33043, 1.29043 - 1.31043, 1.27043 - 1.29043, 1.25043 - 1.27043, 1.23043 - 1.25043, 1.21043 - 1.23043, 1.19043 - 1.21043, 1.17043 - 1.19043, 1.15043 - 1.17043, 1.13043 - 1.15043, 1.11043 - 1.13043, 1.09043 - 1.11043, 1.07043 - 1.09043, 1.05043 - 1.07043, 1.03043 - 1.05043, 1.01043 - 1.03043, 0.990433 - 1.01043, 0.970433 - 0.990433, 0.950433 - 0.970433, 0.930433 - 0.950433, 0.910433 - 0.930433, 0.890433 - 0.910433, 0.870433 - 0.890433, 0.850433 - 0.870433, 0.830433 - 0.850433, 0.810433 - 0.830433, 0.790433 - 0.810433, 0.770433 - 0.790433, 0.750433 - 0.770433, 0.730433 - 0.750433, 0.710433 - 0.730433, 0.690433 - 0.710433, 0.670433 - 0.690433, 0.650433 - 0.670433, 0.630433 - 0.650433, 0.610433 - 0.630433, 0.590433 - 0.610433, 0.570433 - 0.590433, 0.550433 - 0.570433, 0.530433 - 0.550433, 0.510433 - 0.530433, 0.490433 - 0.510433
1 Ref AMP1-4TT-001 Group AMP1 PROTON4 CDCl3 {E:\nmrdata\Teaching\2023-24\y3} TY3 49, , -3.8787, -3.28226, -2.85953, -1.91444, -3.2432, 0.0464436, -2.21738, -0.904161, -2.87837, -0.313668, -1.1682, -1.54751, -2.99666, -2.55772, -3.36953, -4.40185, -3.3053, -3.30686, -4.67328, -3.50423, -2.70845, -1.48043, -1.25076, -2.53146, -1.80973, -2.47207, -1.52078, -3.00366, -0.899631, 0.0603676, -2.66349, -2.93326, -4.17479, -3.5156, -2.97606, -1.16459, -0.581978, -3.51733, -2.424, -1.88956, -2.0969, -2.23474, -2.50856, -1.99127, -4.18113, -4.21751, -2.45018, -4.15978, -4.18505, -4.15482, -3.61772, -5.2523, -3.07227, 1.27277, -3.19777, -2.90135, -1.98615, -3.43466, 0.69802, -3.12347, -3.13572, -2.81891, -4.08941, -3.90092, -2.82687, -3.57059, -5.13112, -3.86821, -5.46305, -5.31702, -4.47972, -4.19822, -5.30836, -5.99795, -3.77601, -4.16732, -7.09847, -6.01269, -6.98505, -7.09041, -4.5221, -3.81063, -4.9235, -5.29398, -5.20132, -5.05452, -5.42017, -4.05564, -6.51001, -5.24698, -5.80214, -4.48072, -4.11364, -3.86322, -5.76716, -5.2857, -3.72545, -6.44301, -4.70029, -5.56755, -6.8615, -4.90345, -6.95317, -6.20893, -3.63125, -5.49556, -5.38525, -5.10616, -5.52504, -6.07524, -5.0496, -4.24125, -4.76766, -6.35694, -6.8572, -3.31773, -4.60111, -5.05159, -5.35719, -3.21267, -5.7275, -5.81726, -5.99931, -4.74573, -5.36492, -4.42063, -5.59538, -5.45396, -5.35218, -4.89075, -5.7596, -6.08664, -3.99354, -5.7722, -5.62807, -4.68816, -5.1754, -5.72684, -5.58015, -5.74083, -5.33747, -4.51776, -6.53825, -3.96294, -3.62327, -3.8467, -6.25128, -3.77938, -5.87858, -1.63559, -4.63429, -4.97983, -0.386918, -1.31762, -1.87281, 11.7048, 23.2893, 26.2223, 11.1123, 7.11312, 18.4975, 195.405, 157.181, 190.442, 23.5712, 8.67278, 16.5012, 98.3337, 240.161, 1832.65, 434.703, 306.899, 36.1652, 52.3544, 40.8873, 24.095, 10.8355, 24.45, 29.7655, 33.0075, -2.03302, 1.60528, 9.38392, 5.5533, 1.22468, -5.98778, -3.03911, 2.23309, -0.507136, 3.58768, 1.31414, 3.16262, 1.90829, -2.12355, -3.78117, -4.73702, -4.56413, -8.1723, -4.81475, -2.86776, -3.61234, -5.54652, 0.363408, 6.13754, 13.9504, 15.3341, 9.81616, 3.93096, 3.63053, 5.33194, 16.8936, 14.6606, -0.431455, 19.3933, 0.495958, 0.549583, 17.5096, 21.2898, 26.5391, 1.57573, -0.627591, 4.10761, -0.0585992, 2.99497, 1.24471, 4.9207, 10.071, 8.14535, 19.6082, 31.4785, 20.9104, 20.2117, 18.955, 21.1909, 23.0493, 18.0569, 46.4989, 26.8981, 47.5418, 44.801, 70.8733, 171.745, 165.379, 423.322, 590.568, 583.386, 290.974, 106.413, 75.5506, 90.9696, 147.219, 299.234, 1982.82, 2450.72, 791.396, 785.425, 501.716, 271.99, 673.346, 1986.8, 1276.58, 121.177, 51.283, 57.782, 137.297, 410.245, 155.777, 97.1395, 149.27, 159.192, 113.245, 78.3943, 55.837, 71.9782, 41.0071, 37.9079, 26.3134, 51.0178, 40.8666, 58.883, 36.243, 56.9343, 64.9879, 102.225, 77.1025, 53.714, 115.021, 234.865, 486.703, 1338.59, 251.885, 154.189, 68.9883, 89.218, 202.905, 66.5234, 84.1482, 79.3023, 28.8669, 34.1166, 18.8239, 19.7615, 112.325, 37.7185, 10.0146, 0.612217, -0.472811, 4.82504, -2.71979, -3.56154, -1.22831, 0.106757, 0.313787, -3.06755, -3.16431, -3.18125, 1.5194, 3.95318, 10.5943, 3.90765, 7.55759, 2.20178, 10.3505, 13.3294, 19.4253, 28.3395, 16.263, 5.20217, 2.50169, -0.314269, 1.66712, 12.3412, 11.384, 9.83373, 8.16736, 21.0356, 15.1437, 8.36357, 11.4068, 4.26028, 5.96987, 9.02235, 13.3983, 8.87441, 8.66225, 6.18501, 5.24391, 6.85524, 13.7073, 14.227, 7.34613, 6.63389, 10.8644, 12.9596, 0.814481, 0.673388, 7.15385, 8.69211, 10.6624, 16.5593, 11.6313, 2.44128, 5.02504, 3.91971, 6.47183, 4.51528, 6.28262, 0.521668, 3.42692, 8.61004, 16.7819, 30.338, 31.1154, 17.6569, 14.9061, 9.75533, 8.56648, 20.1191, 27.7696, 67.151, 146.107, 196.523, 167.204, 114.193, 74.2941, 62.1599, 119.032, 496.137, 603.289, 251.718, 277.053, 246.813, 397.165, 959.761, 3846.58, 2562.27, 692.391, 409.466, 286.732, 272.083, 190.639, 133.758, 134.615, 163.771, 231.076, 275.931, 397.682, 831.103, 1641.01, 2718.55, 842.468, 600.837, 721.498, 1308.23, 2127.19, 2395.56, 1646.46, 2433.13, 2565.21, 2888.07, 2570.16, 1956.81, 1819.94, 1917.72, 2175.85, 2839.73, 2908.03, 3170.7, 2898.44, 2369.3, 2021.96, 1727.55, 1192.69, 1098.31, 1248.77, 1642.94, 3811.27, 2400.01, 3321.27, 5463.02, 14370.9, 14548.9, 8203.36, 4187.53, 3798.24, 2687.31, 2651.55, 2488.16, 1864.92, 1964.63, 1537.59, 1114.52, 1038.23, 905.514, 910.802, 711.948, 607.312, 555.014, 701.023, 630.833, 1023.69, 2842.03, 4584.46, 2486.31, 1108.96, 2219.01, 2415.92, 961.824, 655.646, 725.898, 616.087, 1825.54, 3857.91, 8504.52, 8393.32, 2124.98, 6864.8, 10430.1, 5004.14, 4479.69, 1829.98, 1602.96, 2468.89, 1254.31, 1513.44, 1023.35, 505.642, 364.891, 643.234, 222.762, 107.302, 79.9264, 133.492, 121.608, 86.6899, 91.1164, 485.943, 95.436, 34.9129, 23.4436
2 Ref AMP1-3TT-001 Group AMP1 PROTON4 CDCl3 {E:\nmrdata\Teaching\2023-24\y3} TY3 48, , 0.10795, 0.144861, 0.233053, 0.290068, 1.61444, 1.89678, 1.16038, -0.17868, 0.208098, 0.864028, 0.49079, 1.01588, 1.59963, -1.39455, 0.182476, 2.41629, 2.19666, 1.70677, 1.58867, 3.15122, 1.14393, 0.645992, 0.789996, 1.65433, 2.94801, 4.10668, 1.05843, 0.793894, 0.97562, 0.707978, -0.133757, 0.264526, 0.587634, 1.14612, 0.46484, 0.740462, -0.0469567, 0.429497, -0.638454, 0.105198, 0.186016, 4.2245, -2.27673, -0.649154, -1.64113, 1.11542, 0.497673, 1.05026, 0.00155994, -0.78623, -0.308014, -0.564574, 0.138756, -1.37365, -0.187423, -0.753067, -0.753379, -0.437975, 0.298516, 0.747167, 1.25547, -0.0831097, -0.424082, -1.60222, -1.04388, -0.57008, -0.203105, 0.189543, 1.68101, 1.05038, -1.38309, -0.106693, -1.79952, -1.02162, -0.624895, -0.218641, 1.1192, -1.22644, 0.446082, 0.94203, 0.0480393, -0.547249, 1.24265, -0.971922, -0.053409, -0.724297, 1.55047, 2.32619, 1.38629, 0.848217, 1.59946, 0.761597, 1.24586, 1.28087, 0.468713, -4.70307, -7.45011, -4.91001, -3.76296, -3.83326, -2.04483, -2.85349, -0.101839, -0.319562, -0.425292, -1.45299, 0.215588, 1.05687, -0.585574, -1.2896, -1.04216, -1.25324, 0.6826, -0.444912, -2.01815, -1.90365, -3.5473, -2.13, -0.00643189, 0.00589952, -1.9046, -0.732966, 0.997504, 0.521589, 1.05156, 0.284242, 0.37606, -0.72752, -1.67189, -1.7267, -1.59608, -0.715872, 0.517742, 2.42007, 3.44858, 2.76495, -2.07626, -0.367069, -1.22982, -0.588143, -0.781531, -0.978594, -1.57338, 0.745714, -1.15934, -1.31564, -0.291827, 0.00590485, -0.472015, 0.319776, -0.79499, 1.94939, 0.106795, 1.13439, 3.57129, 4.05662, 6.0325, 7.46962, 4.83558, 6.02176, 26.0523, 158.019, 0.730189, -1.21723, 1.05457, -0.104795, 4.1606, 28.6269, 64.6892, 470.771, 42.5164, 9.34474, 1.51767, 2.29739, 0.406164, -0.500744, 0.117727, 1.62339, 3.73845, 0.605677, -4.6501, -19.1328, -16.7411, -13.5591, -7.76924, -4.70111, -1.794, -3.34296, -3.27451, -0.24477, -2.11602, -1.93908, -0.899312, -1.96549, -1.82417, 0.12201, 0.560058, -0.148482, 1.53735, -1.08511, -5.83022, -7.98133, -7.47991, -5.20982, -3.19452, 0.805207, 2.24321, -0.623462, 2.54845, -0.107769, -0.971866, 0.252108, -2.41152, 2.14195, 0.646531, 0.0748984, 4.64935, 2.69589, 5.21245, -0.243976, -1.40175, 0.362949, -0.0793229, 12.3384, 3.78169, 15.3406, 34.0743, 4.46894, 39.0558, 28.0117, 5.30015, 28.292, 2.82023, 3.50965, 3.41836, 2.63452, 11.069, 5.66452, 13.0096, 7.64306, 10.6451, 5.39055, 23.1764, 78.8705, 101.338, 88.2352, 28.3917, 5.07002, 3.8387, 4.60724, 9.37692, 31.569, 408.868, 379.601, 170.055, 151.034, 72.4388, 32.9114, 200.092, 531.741, 202.423, 22.2924, 52.3149, 12.0364, 30.7327, 118.507, 34.868, 48.3581, 103.454, 92.6062, 82.0835, 142.528, 366.89, 723.296, 926.773, 685.214, 284.794, 67.9839, 7.89232, 1.51219, -1.00142, -0.609359, 6.90957, 15.5313, 10.2163, 5.78685, 9.16045, 30.7002, 45.7631, 393.607, 26.1101, 2.68273, 1.12878, 15.8071, 21.2918, 0.34047, 3.81049, 1.2085, -3.02895, -0.614052, -3.64171, -1.4522, 1.41583, 2.11975, 0.512444, -1.10171, -1.96661, -2.50605, -2.9771, -3.85654, -2.1767, -1.60092, -1.3226, -2.33726, -3.02697, -1.85367, -0.730593, 1.59243, -3.41934, -0.807759, -3.01558, -6.74715, -1.35366, -4.43389, -3.44238, 0.127541, -3.4832, -1.08943, -3.6172, -4.05971, -3.51727, -0.96129, -4.93483, -3.51668, -2.91856, 1.65295, -3.47308, -2.0996, 0.122149, 0.988004, -3.51544, -4.62317, -3.54983, -5.20194, -2.10523, -3.71084, -0.441792, 1.12535, -0.618936, -1.72413, -4.78724, -4.57091, -5.55193, -6.33995, -3.23233, -3.5122, -3.2762, -2.00648, -2.31694, -2.4542, -3.8208, -3.05286, -4.16271, -4.51681, -2.4452, -4.77435, -3.5217, -4.72934, -6.24835, -4.80512, -4.70501, -4.02083, -8.05893, -7.80555, -6.91763, -4.65816, -5.58267, -2.54426, 1.20557, 8.50153, 31.8205, 49.3184, 40.4868, 20.148, 1.53008, -5.1916, 8.23974, 61.6826, 44.0703, 1.12537, 4.0558, 22.5916, 56.5168, 199.409, 822.026, 349.374, 70.73, 41.4918, 10.0626, 0.904118, 3.36844, 18.5211, 29.0415, 17.9827, 23.2153, 23.1451, 33.7666, 102.23, 379.03, 355.477, 1279.79, 1456.55, 2037.98, 1707.33, 564.711, 469.273, 348.531, 594.959, 481.406, 560.034, 350.232, 316.284, 327.768, 333.212, 472.222, 486.576, 554.236, 604.04, 510.384, 372.3, 382.797, 252.241, 144.913, 187.285, 203.975, 253.114, 650.946, 424.854, 784.229, 1537.79, 3419.08, 2859.27, 2300.25, 1933.93, 2583.51, 1856.15, 1111.77, 948.99, 699.618, 697.387, 613.836, 439.117, 461.02, 474.612, 661.016, 972.134, 1636.91, 3111.31, 6292.66, 13143.4, 24635.1, 55085.1, 20947.8, 15245.5, 5985.84, 2778.52, 2129.04, 1828.82, 1586.05, 1741.69, 1812.81, 1761.76, 1568.26, 2083.48, 1681.22, 530.331, 1806.09, 3138.66, 2950.61, 7874, 15769, 14605.5, 8893.04, 5258.75, 2000.38, 718.307, 551.852, 357.759, 213.772, 85.8358, 97.9731, 100.746, 127.799, 89.2769, 65.3422, 52.0763, 49.7396, 44.089, 42.2181, 40.8773
