Sample,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
Name,1TT,2TT,3TT,4TT,1PE,2PE,3PE,4PE,1OR,2OR,3OR,1LG,2LG,3LG,4LG,2LE,3LE,4LE,1LA,2LA,3LA,4LA,2GE,3GE,4GE,1EU,2EU,3EU,4EU,2BE,3BE,4BE
Class,TT,TT,TT,TT,PE,PE,PE,PE,OR,OR,OR,LG,LG,LG,LG,LE,LE,LE,LA,LA,LA,LA,GE,GE,GE,EU,EU,EU,EU,BE,BE,BE
 3.31043 - 3.33043,10.6608,-2.31979,2.77796,-4.13145,5.04176,-48.9837,31.7449,8.7408,0.755639,13.6607,8.2642,11.9426,1.90324,-2.15209,15.0303,-4.87909,-0.127618,-13.8101,2.09171,-0.986843,30.8873,7.63469,-6.78735,182.665,129.452,-7.34656,-1.44243,-4.89605,-8.21502,3.63865,-5.60718,9.51331
 3.29043 - 3.31043,16.5577,-2.45705,-1.63381,-8.52651,-2.76832,-48.0047,15.8855,4.27468,-0.902917,11.2351,5.54112,11.3574,0.40666,0.00117189,12.5266,-3.40635,-0.377951,7.9178,-3.93929,-7.49859,8.25226,-6.88282,-6.38479,242.287,102.971,-8.08484,0.0532718,-6.027,-8.38321,-1.46597,-4.01173,10.3448
 3.27043 - 3.29043,11.6297,-3.82365,-1.68184,-6.64759,-5.07891,-48.8074,8.94157,1.03287,-0.789273,9.34662,1.79228,-2.46059,-6.92503,6.44274,-0.0747333,-6.85407,-2.45058,21.3726,-0.96633,-5.5178,8.1831,-8.36822,-10.4335,104.146,37.0363,-9.15294,-2.88944,-5.67225,-9.68775,6.75656,-5.78619,7.38308
 3.25043 - 3.27043,2.43972,-3.05571,0.500445,-4.45348,-4.92363,-48.1881,2.59834,0.294668,-1.1195,14.7567,1.88265,-2.42549,-10.5175,6.49252,1.42449,-5.89459,-3.68294,13.1015,-3.14207,-7.01983,6.26002,-5.73461,-14.017,202.153,24.0912,-8.39315,2.93665,-4.69249,-9.44785,-3.48873,-4.02981,6.72339
 3.23043 - 3.25043,5.02349,-4.16556,1.46211,-5.94537,-7.82108,-49.9058,-0.135904,-0.833968,0.60037,11.8089,3.6159,-4.21436,-9.7501,5.75503,1.62177,-5.421,-2.91362,0.305495,-7.0642,-8.20833,7.81899,-7.00886,-6.37231,121.504,21.9663,-8.28596,0.120954,-4.90437,-9.9663,-0.501359,-5.97457,7.11723
 3.21043 - 3.23043,3.91815,-4.51966,0.472895,-8.17472,-9.04285,-48.7882,-1.76444,-2.00894,-1.72634,11.1846,2.15078,-4.26454,-11.0228,-2.64807,0.323393,-7.19741,-2.68683,-17.7929,-5.04445,-6.54904,7.25793,-4.13178,-9.66588,112.939,18.6832,-7.81652,-3.02626,-9.76254,-9.21069,7.13726,-8.33846,7.49735
 3.19043 - 3.21043,6.47028,-2.44805,-0.138444,-9.03435,-5.51118,-49.5786,3.17942,1.24794,4.10043,8.82195,2.85161,-4.15142,-10.0406,0.143979,-2.04926,-7.20896,-0.251535,-21.4258,-1.74442,-7.48821,8.61286,-5.35551,-10.5273,47.4128,37.6957,-8.11229,0.779498,-7.30511,-10.7324,2.38367,-9.66787,5.76731
 3.17043 - 3.19043,4.51373,-4.77721,-2.42282,-6.63095,-4.34966,-48.8607,3.25659,3.42899,-0.00736533,11.7528,3.51517,-5.99281,-11.3355,0.469738,-0.714124,-5.02657,-0.872378,-20.1149,-4.21901,-5.83183,7.12409,-6.38044,-8.18003,182.589,28.3611,-10.2181,0.473742,-7.67723,-10.7888,2.47549,-8.10492,8.92255
 3.15043 - 3.17043,6.28107,-3.52455,-2.84234,-6.35195,-3.27618,-47.1046,11.7914,2.51875,-0.412706,14.7623,4.93792,-7.3291,-9.83114,3.79379,1.69298,-4.935,-3.3463,-18.5548,-4.6899,-9.80067,8.14163,-7.3692,-12.2871,90.0258,45.8868,-9.65454,-0.00998612,-2.24045,-8.3806,-2.12777,-7.33519,6.71922
 3.13043 - 3.15043,0.520104,-4.73219,-3.39497,-7.22165,-4.75263,-47.1784,7.65948,0.337988,0.891374,13.8281,1.10844,10.6181,1.65202,80.2033,26.2362,-7.40772,-5.11828,-22.0799,-5.54175,-10.4143,10.0678,-6.8552,-11.2921,31.8779,28.3318,-10.833,-1.64222,-8.42489,-9.31406,0.431239,-7.70474,9.11875
 3.11043 - 3.13043,3.42537,-6.2512,-1.36552,-8.35986,-5.16701,-46.3915,5.79439,1.58513,1.7484,15.1275,2.9027,2.46393,-8.76693,5.8345,1.50193,-4.28844,-3.39637,-17.6682,-6.12118,-7.63282,7.96877,-7.70467,-8.86899,20.6145,19.3292,-9.63319,-4.00531,-6.24894,-10.1053,3.41342,-6.90968,8.83136
 3.09043 - 3.11043,8.60923,-4.80797,3.04019,-4.46204,-6.38086,-48.687,0.351259,-1.21906,-2.40838,11.4584,2.00481,-3.18753,-9.65466,9.12267,0.58317,-1.74528,-6.09807,0.734947,-6.56557,-9.45966,3.83021,-5.21768,-6.73039,19.6698,15.7124,-9.24453,-1.52709,-4.95964,-8.27734,0.624494,-8.74983,7.12457
 3.07043 - 3.09043,16.7796,-4.70786,11.2676,-2.21764,-6.73293,-48.6879,2.70364,1.87471,-0.262299,10.8732,4.51328,-0.263845,-6.06683,10.0455,3.31351,-2.74638,-7.05842,10.7022,-6.03085,-11.6303,7.09551,-7.48895,-7.40256,21.6579,15.6459,-8.92709,-2.19327,-4.76285,-11.4537,4.25453,-7.43664,8.3256
 3.05043 - 3.07043,30.3365,-4.02265,16.9416,-1.20665,-6.66685,-48.0235,2.10501,1.14636,4.26797,10.8862,2.88004,-0.604109,-9.12964,16.2749,1.32774,-3.67895,1.57928,16.3268,-4.13309,-9.01583,7.60681,-3.80542,-8.22805,25.6608,13.0725,-9.09829,-0.694315,-5.10906,-10.7031,0.688675,-7.14693,7.11866
 3.03043 - 3.05043,31.1139,-8.06386,9.85041,-2.21044,-6.132,-45.2526,0.967213,-0.765594,24.0883,18.5648,7.75729,10.6643,-2.05112,115.623,28.6225,-1.62879,27.476,10.7643,-4.83682,-10.2603,10.1835,-5.35055,-8.34791,27.1491,14.4267,-8.58997,-2.26049,-6.7667,-8.68857,0.943309,-7.53218,9.41998
 3.01043 - 3.03043,17.6554,-7.80736,5.5655,-7.1455,-6.84126,-45.8642,3.82865,-1.31259,-2.03158,13.8843,0.72176,28.9295,5.02576,80.0649,24.8971,-3.23206,-3.28759,-16.474,-4.60097,-7.76694,9.84916,-3.78264,-5.57152,31.1537,17.7941,-9.5631,-0.66496,-4.68931,-10.4766,4.58831,-9.41352,8.34263
 2.99043 - 3.01043,14.9045,-6.92007,0.271171,-6.6951,-7.09061,-46.8773,15.5513,-1.93873,2.81315,13.5232,0.285508,-0.619516,-6.96812,14.86,0.831956,-2.34371,3.19376,-39.6855,-4.12078,-7.23875,10.2335,-6.88351,4.50351,43.5662,13.24,-10.075,0.23991,-4.85323,-10.0609,2.006,-8.55473,9.20211
 2.97043 - 2.99043,9.75417,-4.65831,-3.36424,-8.67454,-6.16266,-45.5251,37.1022,-1.55446,13.4867,16.1491,4.99926,2.04588,-5.85499,17.1075,2.65148,-2.08143,7.73553,-46.699,-6.69376,-10.2796,8.66455,-5.02495,6.86088,60.3079,18.0472,-10.6642,0.125608,-6.3354,-9.15136,1.32807,-9.58757,10.3806
 2.95043 - 2.97043,8.57685,-5.5831,-0.559314,-9.77259,-6.40248,-47.1609,20.7628,-1.24173,-0.0605259,18.2278,0.788837,3.30656,-4.028,26.0163,1.36201,-4.93322,-3.24602,-26.2318,-4.14706,-6.23882,13.4044,-3.92458,7.14374,71.9572,16.4324,-11.8275,-0.358701,-8.92068,-9.25476,3.45088,-8.42407,9.06428
 2.93043 - 2.95043,20.1353,-2.54472,5.26713,-6.97514,-5.08814,-44.9689,25.8192,0.218728,3.94308,15.0192,1.81499,-5.13866,-5.21384,23.9651,2.39503,-4.86399,-4.78062,-5.27738,-7.04875,-7.12442,12.5542,-4.19424,10.4013,94.1548,16.4448,-8.1234,3.5661,-3.36029,-4.77629,3.53075,-4.9789,9.6369
 2.91043 - 2.93043,27.7741,1.20537,10.4183,-1.29217,-7.63168,-50.7505,18.9073,-0.178247,1.33253,16.6713,4.13841,-3.05542,-8.38963,16.6184,0.718217,-6.21849,-2.76164,10.0396,1.45101,-7.29377,12.7005,0.764732,5.56376,129.922,18.0942,0.376079,9.87136,7.58525,6.30725,8.56716,-3.04814,11.1485
 2.89043 - 2.91043,67.1586,8.50111,21.131,11.3778,-10.223,-47.4528,13.2237,1.2501,4.33596,15.4076,4.43663,-4.16003,-6.04081,28.2705,0.767212,0.0125183,-4.3038,16.5804,11.747,-5.87674,20.817,7.79143,5.51645,213.89,15.3037,15.8189,20.3658,49.5515,28.2299,3.86143,3.81504,16.4021
 2.87043 - 2.89043,146.118,31.8201,38.0268,33.6772,-5.16649,-41.011,13.8021,3.99303,6.08525,16.2194,7.13508,-2.26433,-4.46252,37.6504,6.82668,5.30779,-2.80589,24.8557,105.24,16.0157,62.372,91.8553,14.2758,370.175,38.6559,55.8617,54.44,123.834,86.9657,10.1296,11.0756,24.482
 2.85043 - 2.87043,196.531,49.3181,53.5551,53.1103,-0.171896,-41.1003,21.2622,5.98512,14.9863,19.0342,10.0252,-4.22103,-4.43425,60.1059,6.90623,13.3984,0.957735,18.0198,170.568,34.7008,103.496,152.405,11.8962,613.566,58.1052,81.722,77.5125,170.984,122.425,13.6682,17.9988,34.7803
 2.83043 - 2.85043,167.209,40.4864,27.1904,38.1024,-4.07219,-43.6575,14.5421,5.41247,16.5761,22.8703,10.0952,-3.6609,-6.8104,61.0672,5.64698,12.775,0.388156,6.40083,137.215,31.3575,118.644,139.18,-1.46269,843.894,36.9874,64.6312,62.5741,134.75,94.2317,10.7604,11.9816,34.0014
 2.81043 - 2.83043,114.201,20.1479,20.295,14.5153,-6.33623,-50.0186,14.8616,-0.524369,23.1755,28.7491,13.5889,3.25237,-4.43913,90.5116,6.5271,8.00715,-1.22606,-3.43027,88.7812,27.8929,105.611,104.529,-3.59881,1046,16.9521,25.5995,30.7803,60.6504,36.1284,17.4538,4.24761,29.7349
 2.79043 - 2.81043,74.2933,1.52959,11.4905,-5.68874,-6.72169,-51.377,10.8745,0.244907,35.6237,33.7481,15.9234,5.96866,-3.33796,195.861,15.5187,2.4922,-2.20641,-21.0239,13.7585,2.49317,45.2807,22.7516,-6.80113,953.429,14.6728,-4.32215,9.06304,9.52836,-3.49727,19.6985,-4.51016,24.2945
 2.77043 - 2.79043,62.1675,-5.19203,33.1188,5.09977,-7.82922,-52.4204,8.87467,-3.55201,55.4852,48.4366,20.3985,12.4818,0.614393,392.635,19.2679,2.89465,-0.895945,-20.5035,0.984719,-10.8619,21.5845,3.81887,-4.83855,642.222,17.803,-10.8369,3.26672,-3.19089,-9.12612,14.8699,-5.40432,22.1735
 2.75043 - 2.77043,119.031,8.23932,93.5721,35.4654,-5.90114,-50.6718,30.2426,1.25426,62.3893,48.2713,24.7079,20.3359,5.08002,402.239,29.396,7.56645,5.63195,-22.8636,-2.12666,-12.1526,20.393,-2.08043,-10.2122,401.135,18.4679,-12.0317,34.2008,-6.09667,-13.235,8.918,1.87021,16.2648
 2.73043 - 2.75043,496.15,61.6823,540.804,265.872,5.6251,-39.6681,78.8274,25.9584,38.8938,30.5557,23.8435,20.6658,11.85,228.267,29.8455,37.8926,6.74477,29.5345,12.3309,-6.50461,42.6772,1.66923,-2.75659,268.783,36.6836,-4.59338,191.949,3.28435,-9.29641,17.8495,30.6154,32.0468
 2.71043 - 2.73043,603.298,44.07,557.291,236.803,3.65638,-44.7864,51.2727,23.3711,20.6635,21.743,17.9085,25.3812,15.0921,190.24,34.9387,25.4026,7.52619,44.6275,11.3625,-6.0904,49.3645,3.97561,-2.13993,190.428,51.1655,-5.19125,153.959,5.36039,-8.62024,24.7404,18.4886,36.146
 2.69043 - 2.71043,251.726,1.12504,121.405,32.0737,-5.62477,-46.2639,60.1909,12.9688,11.9156,25.3745,10.873,22.8154,9.43985,178.424,34.1805,3.20236,2.58129,18.0373,1.86658,-8.26932,30.6873,0.7913,-1.3381,134.246,51.2889,-12.8038,16.8339,-4.90319,-12.2276,15.9961,-3.84479,20.6869
 2.67043 - 2.69043,277.056,4.05536,110.148,30.4223,1.6356,-42.2701,118.125,19.9344,14.971,21.7322,5.79171,25.2393,9.49976,195.152,37.9495,3.73393,9.08163,14.3565,3.1997,-6.03899,32.5436,5.13626,-3.54605,96.6928,42.1341,-12.9539,15.1063,-7.48794,-12.9746,9.17533,-1.23686,20.7549
 2.65043 - 2.67043,246.813,22.5912,188.78,97.4077,-0.980892,-49.8168,80.5318,13.7904,19.9382,25.2475,9.11809,21.9782,9.07313,217.287,32.4921,25.7793,10.7294,48.1546,8.91195,-4.26612,47.1471,9.29311,-3.8014,71.8146,26.7115,2.19767,32.3805,8.18265,-4.08273,29.8662,4.24946,49.0763
 2.63043 - 2.65043,397.177,56.5165,434.319,243.113,-6.76139,-52.5663,35.2948,6.95873,19.816,20.9334,5.63954,25.7858,23.4525,159.608,36.5316,59.2107,10.9971,137.65,11.1913,-8.78791,34.982,8.2492,-3.28833,57.2321,29.429,27.1754,31.1132,41.7856,6.65588,62.1041,13.7177,117.837
 2.61043 - 2.63043,959.754,199.408,1228.7,778.901,-5.03087,-49.1112,66.6399,8.48451,21.3063,29.3709,12.165,368.432,363.063,1491.48,472.065,195.182,13.7292,482.938,33.8362,-8.08601,39.5717,11.1271,0.677426,46.4409,32.1152,114.064,74.624,127.172,36.9218,173.115,53.1462,287.744
 2.59043 - 2.61043,3846.57,822.026,5526.41,3420.64,7.45612,-40.2579,93.9989,24.2877,19.0638,37.0208,21.5735,608.034,491.488,2068.49,556.021,844.283,7.58866,2480.46,158.643,-0.0971698,59.8649,34.8182,7.61042,42.797,41.7102,574.235,307.283,633.003,210.3,796.526,216.907,1287.91
 2.57043 - 2.59043,2562.28,349.374,3512.9,1786.73,2.32723,-43.1815,40.7832,21.2911,19.9719,42.0717,18.769,1480.4,1178.36,2188.89,874.677,448.351,8.72323,1691.91,80.9442,-6.95339,62.7681,23.1611,3.91142,41.2499,46.658,322.179,156.272,489.763,123.265,602.874,138.92,1117.29
 2.55043 - 2.57043,692.397,70.7296,811.536,389.571,7.0928,-31.4982,52.2108,22.7131,21.4902,30.8743,14.0776,916.013,735.663,1929.53,664.121,167.793,13.8699,693.794,20.3457,-5.26926,57.176,15.1868,1.09013,33.0802,43.0531,58.9134,45.5502,95.3689,16.0987,226.916,58.1343,414.462
 2.53043 - 2.55043,409.475,41.4914,422.683,204.867,4.71902,-32.9028,62.9,23.6281,11.8065,31.1602,12.0949,53.2368,28.6037,141.193,40.0255,138.209,7.8206,540.696,10.1117,-6.90059,60.0062,12.2225,-2.69552,26.412,35.0764,24.9433,31.3648,36.2867,0.114882,174.655,29.9153,300.806
 2.51043 - 2.53043,286.749,10.0623,179.465,47.266,6.52668,-21.9594,118.81,33.5337,12.1225,31.439,7.29866,16.059,-0.489836,111.374,26.487,99.9173,4.10407,373.63,3.47367,-5.8827,64.9932,10.5357,-3.52769,16.1994,43.1929,0.484779,20.4973,13.1442,-8.52524,119.74,18.0733,215.682
 2.49043 - 2.51043,272.092,0.903696,119.767,34.7428,10.719,-28.9647,102.535,27.7939,15.283,36.4346,12.3427,13.242,-1.98925,117.853,25.993,90.6613,3.19317,414.933,5.26431,-5.38341,68.4422,19.5216,4.90186,14.0841,55.1772,-6.71435,17.7189,-0.0602929,-11.1097,129.334,11.8339,255.296
 2.47043 - 2.49043,190.647,3.36812,96.047,24.1249,16.4625,-7.89834,143.739,50.7152,22.5995,37.344,20.5219,15.941,4.09759,207.826,45.4847,123.674,5.45799,396.983,4.26335,-9.53401,63.6286,24.5539,-0.880799,13.1709,66.3577,-5.59549,28.0999,-3.61837,-6.5626,122.816,27.344,206.465
 2.45043 - 2.47043,133.768,18.5207,126.539,50.1292,28.2291,8.20634,164.367,85.2129,35.2892,52.891,34.0877,32.8243,16.0699,313.626,89.0798,255.225,10.0216,917.177,8.12599,-3.64509,79.3522,43.4624,8.30443,16.0724,85.0022,13.2631,58.8492,11.0588,10.2619,266.279,74.0207,440.362
 2.43043 - 2.45043,134.615,29.0412,179.106,60.3239,22.2111,-6.70968,164.769,81.8066,42.6188,63.9849,40.8085,122.777,71.5576,297.249,168.207,201.452,11.9643,925.056,16.9456,0.896281,125.225,55.3615,8.90607,14.8384,107.639,11.013,50.0075,11.1746,10.3291,286.834,65.0848,553.071
 2.41043 - 2.43043,163.779,17.9824,187.759,52.6702,9.34845,-35.7207,133.72,43.1286,73.849,102.574,33.5205,122.728,61.5605,362.418,138.153,32.0299,20.1225,153.752,46.4007,15.3215,210.135,86.4229,7.59303,6.37593,108.489,-4.3021,45.6259,11.7054,1.82712,78.6825,8.42134,185.175
 2.39043 - 2.41043,231.084,23.2149,257.388,80.5535,40.4321,6.43251,192.182,63.5745,119.364,159.034,37.1307,80.2899,41.932,415.809,134.188,16.8456,34.291,35.9689,108.194,150.198,332.331,111.071,17.389,8.91374,142.251,-4.6006,44.9982,10.1806,2.14977,47.0248,3.57599,85.0302
 2.37043 - 2.39043,275.937,23.1447,197.579,51.2042,165.5,189.95,1307.2,210.021,101.434,115.858,34.5081,223.853,135.217,633.35,242.047,7.93295,29.9192,14.8169,194.901,345.132,494.354,100.931,23.8448,66.2815,214.657,-8.37612,30.4146,5.17858,-1.60799,30.7396,8.8843,65.0116
 2.35043 - 2.37043,397.698,33.765,245.133,91.6239,90.062,85.7577,905.793,155.342,95.2796,94.3962,43.439,136.142,71.3223,587.291,122.865,49.025,34.9988,115.759,125.846,162.691,358.655,102.708,24.9939,39.8533,384.23,44.9416,51.6947,65.2843,54.3179,58.4297,24.7273,101.06
 2.33043 - 2.35043,831.114,102.227,594.235,309.59,267.783,336.986,1721.34,342.673,158.181,135.982,90.6252,52.0461,32.6617,853.266,90.0775,180.621,66.7395,506.797,132.827,177.504,344.034,116.307,66.8231,94.319,995.203,165.638,208.424,214.304,178.31,188.756,98.6946,306.914
 2.31043 - 2.33043,1641.02,379.027,1070.4,772.327,201.33,222.749,1404.83,333.309,226.286,174.067,143.817,63.2829,60.5917,1151.21,125.467,328.698,81.0079,941.405,337.619,445.052,605.297,157.902,89.979,68.9998,3377.6,558.218,649.216,719.426,713.263,311.123,245.569,535.669
 2.29043 - 2.31043,2718.56,355.474,1259.09,837.884,127.012,145.359,505.03,309.327,267.01,184.122,171.437,91.4233,114.316,903.596,221.269,373.54,85.736,994.46,391.944,228.721,537.48,259.433,131.279,51.1359,4321.85,531.463,627.189,1281.9,828.582,379.566,285.991,666.329
 2.27043 - 2.29043,842.478,1279.79,726.844,1709.16,111.284,129.154,528.121,2347.19,172.326,169.441,1293.78,527.105,1162.54,1832.72,2640.33,246.996,52.6168,866.982,79.3701,184.522,355.35,1487.01,627.844,716.547,1388.18,58.9388,292.677,102.619,809.547,301.801,1554.85,524.129
 2.25043 - 2.27043,600.846,1456.54,602.92,1840.76,88.4376,26.4821,596.998,3311.65,187.243,189.409,1413.19,1136.53,1892.5,3051.68,4283.2,198.136,58.2295,667.977,64.1364,186.885,337.224,1735.38,666.127,1006.48,564.351,50.5631,261.701,121.495,914.369,242.704,1850.94,415.983
 2.23043 - 2.25043,721.507,2037.98,854.847,2649.52,227.737,66.7926,1075.49,3027.34,193.498,203.782,2166.08,2357.24,2870.27,6881,4387.63,171.244,73.1901,570.821,63.14,254.023,356.512,2165.37,874.402,883.115,355.766,50.812,378.7,390.205,1236,230.276,2281.17,349.753
 2.21043 - 2.23043,1308.24,1707.33,1684.36,2565.11,558.049,251.429,1575.18,3314.67,384.053,426.622,1719.42,5245.97,4897.32,11285.6,6009.11,442.732,164.859,1339.08,148.541,211.215,599.303,1795.29,697.967,850.416,336.729,233.812,413.92,402.344,1095.24,519.098,1967.19,645.564
 2.19043 - 2.21043,2127.19,564.709,2916.94,1727.1,881.092,436.978,2088.13,1400.32,670.267,758.773,438.256,1955.78,1557.07,4574.83,1597.47,504.679,278.747,1514.02,233.375,50.8562,712.455,314.674,93.6258,72.342,318.762,408.024,349.756,546.975,452.601,592.496,252.641,870.99
 2.17043 - 2.19043,2395.56,469.271,3138.69,1652.23,941.515,474.569,2201.62,1081.19,471.439,500.557,259.121,1287.86,1228.03,9947.76,2542.46,299.544,200.304,885.721,211.285,31.1869,665.017,253.696,62.2865,67.3868,233.914,342.463,248.738,432.689,861.345,364.88,137.004,570.645
 2.15043 - 2.17043,1646.46,348.528,2028.91,1033.74,862.808,479.009,1885.18,667.183,853.864,865.979,463.291,5235.19,4005.03,6633.02,2653.52,504.761,469.226,1256.24,169.303,58.5184,629.971,228.964,94.3244,202.96,293.715,190.39,177.028,203.935,215.618,516.127,328.679,583.458
 2.13043 - 2.15043,2433.12,594.956,3172.32,1748.41,527.042,397.673,1990.91,484.809,2106.39,2142.92,1091.83,292.101,239.734,959.738,286.699,777.93,1133.88,1567.81,248.323,57.7619,765.186,281.843,133.52,245.966,753.435,494.918,206.899,190.308,174.24,606.075,294.998,898.457
 2.11043 - 2.13043,2565.2,481.403,3335.77,1542.9,251.443,272.443,3292.21,356.133,3591.31,3658.48,1966.42,355.781,308.174,1190.57,412.351,1407.42,2103.79,2550.57,283.657,114.77,1028.82,372.526,221.305,565.54,1777.75,364.462,351.245,362.008,335.452,1007.06,543.567,1412.89
 2.09043 - 2.11043,2888.07,560.031,3723.25,1911.59,305.71,486.058,5135.37,445.271,9108.9,9209.88,4623.7,516.405,477.058,1192.74,623.785,3005.01,4713,6235.05,524.81,552.894,1681.17,541.917,383.086,1365.24,2608.79,712.383,810.894,963.246,821.363,2387.13,1155.33,3605.99
 2.07043 - 2.09043,2570.15,350.229,2708.29,1222.44,256.33,378.089,2672.05,427.716,5672.72,5680.06,2809.31,497.159,423.12,1457.8,611.63,1874.2,2856.4,3745.43,884.971,1058.2,2674.75,825.947,357.287,1290.66,3070.28,1093.35,867.024,1383.57,1152.15,1668.55,744.778,2504.95
 2.05043 - 2.07043,1956.8,316.281,1207.97,508.596,481.39,775.684,3972.12,715.582,8381.88,8454,4398.1,619.093,555.9,1978.34,752.974,2884.66,4479.5,5714.34,1271.32,1010.64,3441.28,1598.36,501.418,1213.86,2911.26,3388.08,2045.83,4468.17,3459.69,2593.47,1448.87,3730.89
 2.03043 - 2.05043,1819.93,327.765,1102.95,460.538,561.893,886.77,4043.12,781.917,8675.18,8646.72,4248.33,799.694,712.546,3032.19,997.13,2708.44,4242.45,5644.85,1502.91,919.555,4276.76,2038.94,617.537,2072.14,4621.51,3014.38,1861.06,4064.6,3107.11,2889.66,1139.26,4276.76
 2.01043 - 2.03043,1917.71,333.21,1156.68,446.047,641.268,1078.88,5190.92,858.759,5383.82,5354.65,2606.35,727.43,596.96,1611.97,893.396,1618.1,2617.08,3429.18,2237.55,1294.65,6123.29,3350.05,662.623,1170.62,4395.17,6289.16,3471.51,8636.85,6321.49,2998.03,701.614,4136.73
 1.99043 - 2.01043,2175.84,472.22,1292.28,541.419,944.379,794.357,3263.94,1241.18,4401.68,4397.73,2297.53,846.328,717.953,2424.11,1088.52,1559.01,2319.15,3135.59,3833.29,2093.52,14263.2,8933.19,684.839,973.223,3857.91,3458.43,2136.04,4791.36,3445.65,12885.6,688.633,15448.7
 1.97043 - 1.99043,2839.73,486.574,1856.64,909.638,1495.28,1272.75,5454.93,1849.39,6735.88,6801.8,3494.55,5131.36,4214.78,9874.29,4032.92,2504.14,3554.6,5614.23,1488.66,864.828,4986.71,2805.25,653.838,1031.95,3904.72,2803.46,1842.21,4163.74,2872.51,5712.68,1072.48,7184.02
 1.95043 - 1.97043,2908.02,554.233,2492.27,1247.58,1154.99,926.328,3120.07,1507.34,7358.54,7473.5,3596.77,662.129,539.025,683.739,624.695,2548.33,3772.1,5774.51,1123.98,775.35,4086.92,2537.69,549.781,752.145,2883.11,861.957,852.092,1228.98,899.178,4835.97,914.142,6410.13
 1.93043 - 1.95043,3170.7,604.038,3100.94,1641.19,1364.58,907.592,3991.47,1767.69,4725.33,4783.93,2297.47,297.042,258.931,345.856,335.049,1496.7,2326.9,3383.01,772.655,534.521,2515.04,1876.49,294.242,419.458,1408.41,658.835,599.389,956.027,703.865,2733.13,563.749,3761.74
 1.91043 - 1.93043,2898.44,510.381,2804.36,1329.48,568.935,620.749,2558.92,921.882,4428.13,4504.1,2227.37,217.893,189.053,289.277,248.553,1430.64,2282.83,2978.46,566.906,377.349,1925.81,1555,186.219,251.989,831.984,400.068,396.488,582.12,449.716,2060.69,548.371,3014.59
 1.89043 - 1.91043,2369.3,372.298,2055.16,920.845,337.521,399.876,2415.01,857.364,5036.14,5147.99,2483.87,254.432,203.586,380.032,250.153,1533.07,2512.92,3341.49,392.879,294.206,1180.5,966.792,131.955,188.122,479.22,244.18,340.195,390.732,311.209,1699.2,583.484,2602.09
 1.87043 - 1.89043,2021.96,382.795,2080.74,1028.95,331.061,370.247,2311.49,1092.75,2628.34,2666.36,1245.17,208.043,135.526,326.299,186.432,710.463,1188.85,1600.32,483.211,472.335,1229.65,863.532,97.9841,184.348,371.86,84.5991,184.694,176.431,127.272,1379.72,302.784,1961.58
 1.85043 - 1.87043,1727.54,252.238,1770.83,718.712,290.136,319.976,1854.61,1157.89,1576.77,1624.84,804.589,148.013,83.1679,274.584,132.908,644.044,800.237,1532.6,621.291,549.769,1777.84,887.427,82.5617,92.9808,126.926,59.7016,163.661,122.347,83.1831,1537.5,264.923,2436.15
 1.83043 - 1.85043,1192.69,144.91,822.484,270.468,255.36,281.885,1554.45,910.525,1922.34,1935.46,1011.44,160.549,87.1139,254.852,153.174,922.122,1017.44,2307.95,433.033,196.428,1487.28,938.325,95.3819,67.9641,92.2324,84.2932,195.133,167.548,113.764,2165.66,378.187,3400.92
 1.81043 - 1.83043,1098.32,187.283,602.341,240.915,238.068,288.039,1282.68,640.312,3737.05,3738.45,1947.55,216.2,153.643,278.171,204.355,1450.97,2003.86,3411.85,573.494,437.107,1002.39,691.039,117.489,85.5932,143.604,197.111,294.703,297.223,237.806,2054.89,606.059,3257.65
 1.79043 - 1.81043,1248.78,203.972,653.567,270.498,193.379,221.34,1007.81,448.189,3466.61,3406.66,1734.75,211.263,146.143,364.041,206.802,1284.58,1817.21,3205.23,1191.99,756.109,1841.27,1230.62,116.263,97.1788,225.475,211.271,323.043,300.065,234.498,2401.82,563.746,3169.41
 1.77043 - 1.79043,1642.93,253.111,1083.89,511,217.719,307.427,1328.41,430.425,4674.91,4648.87,2361.1,214.911,173.242,332.047,230.919,1514.43,2441.53,3098.4,774.701,454.932,1191.69,781.025,153.539,193.04,187.024,208.243,357.572,345.382,295.191,2415.7,667.741,2975.02
 1.75043 - 1.77043,3811.27,650.944,4800.07,2451.11,221.112,283.09,728.786,356.085,4639.01,4550.41,2266.14,292.421,259.732,600.461,291.978,1487.05,2306.95,3204.31,1106.28,777.135,1526.74,989.775,223.878,498.581,256.357,295.172,632.284,428.694,373.823,2400.96,664.703,3085.52
 1.73043 - 1.75043,2400.01,424.852,1393.59,669.267,366.778,581.486,1144.69,492.701,7373.28,7714.21,5822.43,477.336,469.898,667.286,526.152,3331.17,5270.26,5783.83,975.785,767.023,1282.95,831.802,266.432,908.456,671.804,913.487,910.92,1090.55,1058.45,2537.56,1588.5,3413.94
 1.71043 - 1.73043,3321.27,784.233,1967.96,984.783,746.518,1483.39,1888.05,914.98,37882.2,37713.2,17235.2,945.944,983.747,1089.6,1047.09,11379.5,18571.4,24755.2,1051.07,907.168,1585.65,914.545,629.463,661.061,2416.42,2125.53,2100.86,3194.6,2586.7,9800.5,4010.21,15137.2
